id,id+,country,recency,frequency,monetary,r,f,m,fm,rfm_score,segment,ml_cluster,is_churned,churn_probability,churn_risk,customer_lifetime_value,average_order_value,days_since_first_purchase
3403788,TH3403788,TH,43,12,19496.46,4,5,5,5,455,loyal customers,1,0,0.00,,233957.52,1624.70,322
3403836,TH3403836,TH,29,16,18635.88,4,5,4,4,454,loyal customers,1,0,0.00,,298174.08,1164.74,336
3403974,TH3403974,TH,218,2,2608.44,2,3,3,3,233,at risk,0,1,0.99,High Risk,5216.88,1304.22,147
3404148,TH3404148,TH,351,1,573.12,1,2,1,1,121,lost,0,1,1.00,High Risk,573.12,573.12,14
3404184,TH3404184,TH,36,16,43950.78,4,5,5,5,455,loyal customers,1,0,0.00,,703212.48,2746.92,329
3404208,TH3404208,TH,260,1,264.06,1,2,1,1,121,lost,0,1,1.00,High Risk,264.06,264.06,105
3404316,TH3404316,TH,22,6,5896.14,5,4,3,3,543,potential loyalists,1,0,0.00,,35376.84,982.69,343
3404406,TH3404406,TH,43,11,10302.72,4,4,4,4,444,loyal customers,1,0,0.00,,113329.92,936.61,322
3404538,TH3404538,TH,302,1,1069.32,1,2,2,2,122,lost,0,1,1.00,High Risk,1069.32,1069.32,63
3404592,TH3404592,TH,71,11,17769.30,3,4,4,4,344,can't lose,1,0,0.00,,195462.30,1615.39,294
3404910,TH3404910,TH,316,2,2260.68,1,3,2,2,132,lost,0,1,1.00,High Risk,4521.36,1130.34,49
3405300,TH3405300,TH,71,3,3016.68,3,3,3,3,333,need attention,1,0,0.00,,9050.04,1005.56,294
3405360,TH3405360,TH,113,11,10589.46,2,4,4,4,244,at risk,1,0,0.01,Low Risk,116484.06,962.68,252
3405396,TH3405396,TH,29,7,20398.50,4,4,5,4,445,loyal customers,1,0,0.00,,142789.50,2914.07,336
3405684,TH3405684,TH,239,1,1069.32,1,2,2,2,122,lost,0,1,1.00,High Risk,1069.32,1069.32,126
3406008,TH3406008,TH,183,1,186.36,2,2,1,1,221,hibernating,0,1,0.99,High Risk,186.36,186.36,182
3406092,TH3406092,TH,22,8,10183.80,5,4,4,4,544,champions,1,0,0.00,,81470.40,1272.97,343
3406266,TH3406266,TH,64,1,629.64,3,2,1,1,321,other,1,0,0.00,,629.64,629.64,301
3406290,TH3406290,TH,57,1,1955.88,3,2,2,2,322,about to sleep,1,0,0.00,,1955.88,1955.88,308
3406524,TH3406524,TH,71,11,11574.96,3,4,4,4,344,can't lose,1,0,0.00,,127324.56,1052.27,294
3406536,TH3406536,TH,64,1,1036.32,3,2,1,1,321,other,1,0,0.00,,1036.32,1036.32,301
3406896,TH3406896,TH,337,1,996.84,1,2,1,1,121,lost,0,1,1.00,High Risk,996.84,996.84,28
3406956,TH3406956,TH,43,6,4165.50,4,4,3,3,443,potential loyalists,1,0,0.00,,24993.00,694.25,322
3407352,TH3407352,TH,337,1,3196.14,1,2,3,2,123,lost,0,1,1.00,High Risk,3196.14,3196.14,28
3407382,TH3407382,TH,337,1,2352.06,1,2,2,2,122,lost,0,1,1.00,High Risk,2352.06,2352.06,28
3407490,TH3407490,TH,22,16,28046.82,5,5,5,5,555,champions,1,0,0.00,,448749.12,1752.93,343
3407712,TH3407712,TH,71,3,1515.84,3,3,2,2,332,about to sleep,1,0,0.00,,4547.52,505.28,294
3408276,TH3408276,TH,43,9,5669.46,4,4,3,3,443,potential loyalists,1,0,0.00,,51025.14,629.94,322
3408762,TH3408762,TH,106,2,1855.26,3,3,2,2,332,about to sleep,1,0,0.00,,3710.52,927.63,259
3408984,TH3408984,TH,15,15,9144.84,5,5,4,4,554,champions,1,0,0.00,,137172.60,609.66,350
3409326,TH3409326,TH,15,32,10346.70,5,5,4,4,554,champions,1,0,0.00,,331094.40,323.33,350
3409386,TH3409386,TH,113,1,1238.76,2,2,2,2,222,hibernating,1,0,0.01,Low Risk,1238.76,1238.76,252
3409512,TH3409512,TH,36,4,4986.78,4,3,3,3,433,potential loyalists,1,0,0.00,,19947.12,1246.69,329
3409548,TH3409548,TH,253,1,1261.98,1,2,2,2,122,lost,0,1,1.00,High Risk,1261.98,1261.98,112
3409788,TH3409788,TH,176,7,5027.76,2,4,3,3,243,at risk,0,0,0.02,Low Risk,35194.32,718.25,189
3409902,TH3409902,TH,225,5,8254.14,1,4,4,4,144,lost,0,1,1.00,High Risk,41270.70,1650.83,140
3410604,TH3410604,TH,29,15,26698.56,4,5,5,5,455,loyal customers,1,0,0.00,,400478.40,1779.90,336
3410982,TH3410982,TH,99,4,2878.14,3,3,3,3,333,need attention,1,0,0.00,,11512.56,719.53,266
3411270,TH3411270,TH,29,34,19738.92,4,5,5,5,455,loyal customers,1,0,0.00,,671123.28,580.56,336
3411438,TH3411438,TH,8,7,9516.90,5,4,4,4,544,champions,1,0,0.00,,66618.30,1359.56,357
3411738,TH3411738,TH,36,5,4557.42,4,4,3,3,443,potential loyalists,1,0,0.00,,22787.10,911.48,329
3411852,TH3411852,TH,85,7,11380.74,3,4,4,4,344,can't lose,1,0,0.00,,79665.18,1625.82,280
3412008,TH3412008,TH,43,7,5859.30,4,4,3,3,443,potential loyalists,1,0,0.00,,41015.10,837.04,322
3412206,TH3412206,TH,36,13,20676.36,4,5,5,5,455,loyal customers,1,0,0.00,,268792.68,1590.49,329
3412356,TH3412356,TH,8,18,24369.54,5,5,5,5,555,champions,1,0,0.00,,438651.72,1353.86,357
3412392,TH3412392,TH,22,8,33756.18,5,4,5,4,545,champions,1,0,0.00,,270049.44,4219.52,343
3412770,TH3412770,TH,71,2,3291.36,3,3,3,3,333,need attention,1,0,0.00,,6582.72,1645.68,294
3413208,TH3413208,TH,64,4,4137.12,3,3,3,3,333,need attention,1,0,0.00,,16548.48,1034.28,301
3413280,TH3413280,TH,99,8,8881.98,3,4,4,4,344,can't lose,1,0,0.00,,71055.84,1110.25,266
3413406,TH3413406,TH,36,3,3243.48,4,3,3,3,433,potential loyalists,1,0,0.00,,9730.44,1081.16,329
3414210,TH3414210,TH,8,23,490163.10,5,5,5,5,555,champions,1,0,0.00,,11273751.30,21311.44,357
3414258,TH3414258,TH,71,3,1238.40,3,3,2,2,332,about to sleep,1,0,0.00,,3715.20,412.80,294
3414264,TH3414264,TH,64,3,2412.24,3,3,2,2,332,about to sleep,1,0,0.00,,7236.72,804.08,301
3414522,TH3414522,TH,78,9,13328.52,3,4,4,4,344,can't lose,1,0,0.00,,119956.68,1480.95,287
3414696,TH3414696,TH,64,2,714.24,3,3,1,2,331,about to sleep,1,0,0.00,,1428.48,357.12,301
3414702,TH3414702,TH,8,8,8235.00,5,4,4,4,544,champions,1,0,0.00,,65880.00,1029.38,357
3414756,TH3414756,TH,99,3,5037.60,3,3,3,3,333,need attention,1,0,0.00,,15112.80,1679.20,266
3414882,TH3414882,TH,8,4,4143.48,5,3,3,3,533,potential loyalists,1,0,0.00,,16573.92,1035.87,357
3426492,TH3426492,TH,8,7,22665.66,5,4,5,4,545,champions,1,0,0.00,,158659.62,3237.95,357
3430134,TH3430134,TH,50,10,13075.32,4,4,4,4,444,loyal customers,1,0,0.00,,130753.20,1307.53,315
3437400,TH3437400,TH,71,11,7623.96,3,4,4,4,344,can't lose,1,0,0.00,,83863.56,693.09,294
3437736,TH3437736,TH,141,3,4529.28,2,3,3,3,233,at risk,1,0,0.02,Low Risk,13587.84,1509.76,224
3464484,TH3464484,TH,8,14,15068.22,5,5,4,4,554,champions,1,0,0.00,,210955.08,1076.30,357
3467976,TH3467976,TH,29,2,14861.70,4,3,4,3,434,potential loyalists,1,0,0.00,,29723.40,7430.85,336
3468480,TH3468480,TH,29,9,21102.18,4,4,5,4,445,loyal customers,1,0,0.00,,189919.62,2344.69,336
3474918,TH3474918,TH,22,22,39176.04,5,5,5,5,555,champions,1,0,0.00,,861872.88,1780.73,343
3477204,TH3477204,TH,225,1,380.16,1,2,1,1,121,lost,0,1,1.00,High Risk,380.16,380.16,140
3483552,TH3483552,TH,43,5,4883.28,4,4,3,3,443,potential loyalists,1,0,0.00,,24416.40,976.66,322
3486264,TH3486264,TH,323,1,2490.96,1,2,3,2,123,lost,0,1,1.00,High Risk,2490.96,2490.96,42
3486270,TH3486270,TH,85,6,4438.86,3,4,3,3,343,need attention,1,0,0.00,,26633.16,739.81,280
3488136,TH3488136,TH,50,2,1631.04,4,3,2,2,432,promising,1,0,0.00,,3262.08,815.52,315
3488886,TH3488886,TH,15,8,10782.24,5,4,4,4,544,champions,1,0,0.00,,86257.92,1347.78,350
3490980,TH3490980,TH,43,15,25867.86,4,5,5,5,455,loyal customers,1,0,0.00,,388017.90,1724.52,322
3494928,TH3494928,TH,29,210,395999.94,4,5,5,5,455,loyal customers,1,0,0.00,,83159987.40,1885.71,336
3496434,TH3496434,TH,15,14,26624.82,5,5,5,5,555,champions,1,0,0.00,,372747.48,1901.77,350
3497076,TH3497076,TH,246,4,6292.14,1,3,4,3,134,lost,0,1,1.00,High Risk,25168.56,1573.04,119
3498348,TH3498348,TH,162,11,12932.58,2,4,4,4,244,at risk,0,0,0.00,Low Risk,142258.38,1175.69,203
3498960,TH3498960,TH,323,1,2013.42,1,2,2,2,122,lost,0,1,1.00,High Risk,2013.42,2013.42,42
3498972,TH3498972,TH,57,9,14291.64,3,4,4,4,344,can't lose,1,0,0.00,,128624.76,1587.96,308
3499548,TH3499548,TH,36,12,3301.80,4,5,3,4,453,loyal customers,1,0,0.00,,39621.60,275.15,329
3500802,TH3500802,TH,43,3,2416.62,4,3,2,2,432,promising,1,0,0.00,,7249.86,805.54,322
3501756,TH3501756,TH,36,5,3410.34,4,4,3,3,443,potential loyalists,1,0,0.00,,17051.70,682.07,329
3502104,TH3502104,TH,323,1,627.72,1,2,1,1,121,lost,0,1,1.00,High Risk,627.72,627.72,42
3504882,TH3504882,TH,1,19,36859.56,5,5,5,5,555,champions,1,0,0.00,,700331.64,1939.98,364
3507186,TH3507186,TH,316,2,1203.24,1,3,2,2,132,lost,0,1,1.00,High Risk,2406.48,601.62,49
3507846,TH3507846,TH,197,1,1195.86,2,2,2,2,222,hibernating,0,1,1.00,High Risk,1195.86,1195.86,168
3519264,TH3519264,TH,22,10,12689.34,5,4,4,4,544,champions,1,0,0.00,,126893.40,1268.93,343
3521682,TH3521682,TH,232,4,3628.02,1,3,3,3,133,lost,0,1,1.00,High Risk,14512.08,907.00,133
3523734,TH3523734,TH,344,2,2833.50,1,3,3,3,133,lost,0,1,1.00,High Risk,5667.00,1416.75,21
3524022,TH3524022,TH,29,9,5598.48,4,4,3,3,443,potential loyalists,1,0,0.00,,50386.32,622.05,336
3524130,TH3524130,TH,78,11,13973.04,3,4,4,4,344,can't lose,1,0,0.00,,153703.44,1270.28,287
3524136,TH3524136,TH,1,5,6108.90,5,4,4,4,544,champions,1,0,0.00,,30544.50,1221.78,364
3524838,TH3524838,TH,15,12,37758.00,5,5,5,5,555,champions,1,0,0.00,,453096.00,3146.50,350
3525504,TH3525504,TH,64,9,10942.62,3,4,4,4,344,can't lose,1,0,0.00,,98483.58,1215.85,301
3526440,TH3526440,TH,85,9,14887.08,3,4,4,4,344,can't lose,1,0,0.00,,133983.72,1654.12,280
3526932,TH3526932,TH,85,1,1840.32,3,2,2,2,322,about to sleep,1,0,0.00,,1840.32,1840.32,280
3531036,TH3531036,TH,43,10,11816.64,4,4,4,4,444,loyal customers,1,0,0.00,,118166.40,1181.66,322
3537876,TH3537876,TH,141,3,1954.68,2,3,2,2,232,hibernating,1,0,0.03,Low Risk,5864.04,651.56,224
3538278,TH3538278,TH,351,1,990.78,1,2,1,1,121,lost,0,1,1.00,High Risk,990.78,990.78,14
3540324,TH3540324,TH,15,33,23577.78,5,5,5,5,555,champions,1,0,0.00,,778066.74,714.48,350
3540336,TH3540336,TH,71,3,5028.54,3,3,3,3,333,need attention,1,0,0.00,,15085.62,1676.18,294
3562854,TH3562854,TH,211,1,2038.98,2,2,2,2,222,hibernating,0,1,1.00,High Risk,2038.98,2038.98,154
3582624,TH3582624,TH,99,11,9959.94,3,4,4,4,344,can't lose,1,0,0.00,,109559.34,905.45,266
3586170,TH3586170,TH,15,12,10449.90,5,5,4,4,554,champions,1,0,0.00,,125398.80,870.82,350
3592872,TH3592872,TH,267,4,15569.52,1,3,4,3,134,lost,0,1,1.00,High Risk,62278.08,3892.38,98
3609114,TH3609114,TH,190,2,3174.24,2,3,3,3,233,at risk,0,1,0.98,High Risk,6348.48,1587.12,175
3611004,TH3611004,TH,15,18,17125.80,5,5,4,4,554,champions,1,0,0.00,,308264.40,951.43,350
3626076,TH3626076,TH,183,3,5337.84,2,3,3,3,233,at risk,0,1,0.98,High Risk,16013.52,1779.28,182
3628518,TH3628518,TH,36,11,12017.70,4,4,4,4,444,loyal customers,1,0,0.00,,132194.70,1092.52,329
3629388,TH3629388,TH,295,4,3367.02,1,3,3,3,133,lost,0,1,1.00,High Risk,13468.08,841.75,70
3638940,TH3638940,TH,78,3,3671.40,3,3,3,3,333,need attention,1,0,0.00,,11014.20,1223.80,287
3640644,TH3640644,TH,57,11,5910.12,3,4,3,3,343,need attention,1,0,0.00,,65011.32,537.28,308
3644904,TH3644904,TH,274,2,932.34,1,3,1,2,131,lost,0,1,1.00,High Risk,1864.68,466.17,91
3649488,TH3649488,TH,29,1,2926.74,4,2,3,2,423,promising,1,0,0.00,,2926.74,2926.74,336
3651246,TH3651246,TH,36,17,22435.80,4,5,5,5,455,loyal customers,1,0,0.00,,381408.60,1319.75,329
3651780,TH3651780,TH,183,1,1976.22,2,2,2,2,222,hibernating,0,1,1.00,High Risk,1976.22,1976.22,182
3652512,TH3652512,TH,148,8,9619.38,2,4,4,4,244,at risk,1,0,0.01,Low Risk,76955.04,1202.42,217
3652950,TH3652950,TH,78,3,4873.02,3,3,3,3,333,need attention,1,0,0.00,,14619.06,1624.34,287
3656682,TH3656682,TH,225,1,588.60,1,2,1,1,121,lost,0,1,1.00,High Risk,588.60,588.60,140
3668166,TH3668166,TH,71,2,2466.72,3,3,3,3,333,need attention,1,0,0.00,,4933.44,1233.36,294
3676422,TH3676422,TH,50,4,6303.18,4,3,4,3,434,potential loyalists,1,0,0.00,,25212.72,1575.80,315
3678840,TH3678840,TH,197,6,20459.64,2,4,5,4,245,at risk,0,1,0.97,High Risk,122757.84,3409.94,168
3695436,TH3695436,TH,8,16,26673.48,5,5,5,5,555,champions,1,0,0.00,,426775.68,1667.09,357
3702522,TH3702522,TH,267,2,2334.84,1,3,2,2,132,lost,0,1,1.00,High Risk,4669.68,1167.42,98
3702528,TH3702528,TH,64,10,3251.58,3,4,3,3,343,need attention,1,0,0.00,,32515.80,325.16,301
3703800,TH3703800,TH,85,1,9198.72,3,2,4,3,324,need attention,1,0,0.00,,9198.72,9198.72,280
3704004,TH3704004,TH,141,1,267.18,2,2,1,1,221,hibernating,1,0,0.01,Low Risk,267.18,267.18,224
3705270,TH3705270,TH,36,1,11399.82,4,2,4,3,424,potential loyalists,1,0,0.00,,11399.82,11399.82,329
3724566,TH3724566,TH,8,39,48547.02,5,5,5,5,555,champions,1,0,0.00,,1893333.78,1244.80,357
3726918,TH3726918,TH,106,5,3528.90,3,4,3,3,343,need attention,1,0,0.00,,17644.50,705.78,259
3728880,TH3728880,TH,218,4,4112.82,2,3,3,3,233,at risk,0,1,0.99,High Risk,16451.28,1028.20,147
3735450,TH3735450,TH,29,10,12244.50,4,4,4,4,444,loyal customers,1,0,0.00,,122445.00,1224.45,336
3735594,TH3735594,TH,239,1,1010.10,1,2,1,1,121,lost,0,1,1.00,High Risk,1010.10,1010.10,126
3735894,TH3735894,TH,43,12,13878.36,4,5,4,4,454,loyal customers,1,0,0.00,,166540.32,1156.53,322
3736716,TH3736716,TH,15,4,14508.90,5,3,4,3,534,potential loyalists,1,0,0.00,,58035.60,3627.22,350
3740682,TH3740682,TH,29,11,9148.92,4,4,4,4,444,loyal customers,1,0,0.00,,100638.12,831.72,336
3740700,TH3740700,TH,50,7,8650.62,4,4,4,4,444,loyal customers,1,0,0.00,,60554.34,1235.80,315
3741006,TH3741006,TH,8,50,50026.92,5,5,5,5,555,champions,1,0,0.00,,2501346.00,1000.54,357
3743016,TH3743016,TH,120,2,641.82,2,3,1,2,231,hibernating,1,0,0.02,Low Risk,1283.64,320.91,245
3743574,TH3743574,TH,29,2,3741.54,4,3,3,3,433,potential loyalists,1,0,0.00,,7483.08,1870.77,336
3743856,TH3743856,TH,64,3,7140.96,3,3,4,3,334,need attention,1,0,0.00,,21422.88,2380.32,301
3745338,TH3745338,TH,50,10,5802.60,4,4,3,3,443,potential loyalists,1,0,0.00,,58026.00,580.26,315
3745344,TH3745344,TH,29,15,15535.32,4,5,4,4,454,loyal customers,1,0,0.00,,233029.80,1035.69,336
3745980,TH3745980,TH,295,2,1909.08,1,3,2,2,132,lost,0,1,1.00,High Risk,3818.16,954.54,70
3750264,TH3750264,TH,120,1,779.64,2,2,1,1,221,hibernating,1,0,0.01,Low Risk,779.64,779.64,245
3751386,TH3751386,TH,22,14,3207.30,5,5,3,4,553,champions,1,0,0.00,,44902.20,229.09,343
3754728,TH3754728,TH,99,1,584.82,3,2,1,1,321,other,1,0,0.00,,584.82,584.82,266
3764628,TH3764628,TH,127,4,9570.00,2,3,4,3,234,at risk,1,0,0.01,Low Risk,38280.00,2392.50,238
3768516,TH3768516,TH,120,1,3182.22,2,2,3,2,223,hibernating,1,0,0.01,Low Risk,3182.22,3182.22,245
3768984,TH3768984,TH,309,1,1069.32,1,2,2,2,122,lost,0,1,1.00,High Risk,1069.32,1069.32,56
3785892,TH3785892,TH,64,2,5115.06,3,3,3,3,333,need attention,1,0,0.00,,10230.12,2557.53,301
3786588,TH3786588,TH,15,10,36500.16,5,4,5,4,545,champions,1,0,0.00,,365001.60,3650.02,350
3788520,TH3788520,TH,50,9,16337.76,4,4,4,4,444,loyal customers,1,0,0.00,,147039.84,1815.31,315
3790218,TH3790218,TH,323,2,2418.18,1,3,2,2,132,lost,0,1,1.00,High Risk,4836.36,1209.09,42
3804678,TH3804678,TH,1,29,48204.54,5,5,5,5,555,champions,1,0,0.00,,1397931.66,1662.23,364
3804936,TH3804936,TH,260,1,1069.32,1,2,2,2,122,lost,0,1,1.00,High Risk,1069.32,1069.32,105
3805626,TH3805626,TH,64,3,18362.22,3,3,4,3,334,need attention,1,0,0.00,,55086.66,6120.74,301
3807552,TH3807552,TH,64,1,2072.70,3,2,2,2,322,about to sleep,1,0,0.00,,2072.70,2072.70,301
3808284,TH3808284,TH,29,11,50556.66,4,4,5,4,445,loyal customers,1,0,0.00,,556123.26,4596.06,336
3809406,TH3809406,TH,344,1,910.68,1,2,1,1,121,lost,0,1,1.00,High Risk,910.68,910.68,21
3810342,TH3810342,TH,71,2,3041.28,3,3,3,3,333,need attention,1,0,0.00,,6082.56,1520.64,294
3825300,TH3825300,TH,8,3,2588.94,5,3,3,3,533,potential loyalists,1,0,0.00,,7766.82,862.98,357
3829824,TH3829824,TH,295,2,1321.08,1,3,2,2,132,lost,0,1,1.00,High Risk,2642.16,660.54,70
3836706,TH3836706,TH,15,35,36683.34,5,5,5,5,555,champions,1,0,0.00,,1283916.90,1048.10,350
3837408,TH3837408,TH,267,5,4940.94,1,4,3,3,143,lost,0,1,1.00,High Risk,24704.70,988.19,98
3845904,TH3845904,TH,22,7,9634.86,5,4,4,4,544,champions,1,0,0.00,,67444.02,1376.41,343
3849474,TH3849474,TH,36,3,6023.64,4,3,3,3,433,potential loyalists,1,0,0.00,,18070.92,2007.88,329
3856416,TH3856416,TH,29,23,22196.28,4,5,5,5,455,loyal customers,1,0,0.00,,510514.44,965.06,336
3856482,TH3856482,TH,29,6,3608.28,4,4,3,3,443,potential loyalists,1,0,0.00,,21649.68,601.38,336
3858534,TH3858534,TH,281,1,121.74,1,2,1,1,121,lost,0,1,1.00,High Risk,121.74,121.74,84
3865020,TH3865020,TH,57,18,21855.42,3,5,5,5,355,can't lose,1,0,0.00,,393397.56,1214.19,308
3865056,TH3865056,TH,330,1,601.62,1,2,1,1,121,lost,0,1,1.00,High Risk,601.62,601.62,35
3866340,TH3866340,TH,8,44,12952.38,5,5,4,4,554,champions,1,0,0.00,,569904.72,294.37,357
3869676,TH3869676,TH,183,4,5677.74,2,3,3,3,233,at risk,0,1,0.99,High Risk,22710.96,1419.43,182
3872490,TH3872490,TH,1,18,13626.42,5,5,4,4,554,champions,1,0,0.00,,245275.56,757.02,364
3872718,TH3872718,TH,99,4,3220.08,3,3,3,3,333,need attention,1,0,0.00,,12880.32,805.02,266
3877218,TH3877218,TH,274,1,1188.96,1,2,2,2,122,lost,0,1,1.00,High Risk,1188.96,1188.96,91
3877488,TH3877488,TH,43,9,18521.88,4,4,4,4,444,loyal customers,1,0,0.00,,166696.92,2057.99,322
3877824,TH3877824,TH,1,41,55785.36,5,5,5,5,555,champions,1,0,0.00,,2287199.76,1360.62,364
3879486,TH3879486,TH,57,6,2972.10,3,4,3,3,343,need attention,1,0,0.00,,17832.60,495.35,308
3884238,TH3884238,TH,183,8,11512.32,2,4,4,4,244,at risk,0,1,0.96,High Risk,92098.56,1439.04,182
3894246,TH3894246,TH,71,20,15977.64,3,5,4,4,354,can't lose,1,0,0.00,,319552.80,798.88,294
3896778,TH3896778,TH,85,7,5505.54,3,4,3,3,343,need attention,1,0,0.00,,38538.78,786.51,280
3897708,TH3897708,TH,337,1,1171.38,1,2,2,2,122,lost,0,1,1.00,High Risk,1171.38,1171.38,28
3911586,TH3911586,TH,337,1,379.44,1,2,1,1,121,lost,0,1,1.00,High Risk,379.44,379.44,28
3920766,TH3920766,TH,22,18,24152.88,5,5,5,5,555,champions,1,0,0.00,,434751.84,1341.83,343
3920772,TH3920772,TH,106,2,1176.24,3,3,2,2,332,about to sleep,1,0,0.00,,2352.48,588.12,259
3927906,TH3927906,TH,99,2,2358.12,3,3,2,2,332,about to sleep,1,0,0.00,,4716.24,1179.06,266
3933162,TH3933162,TH,29,6,9307.20,4,4,4,4,444,loyal customers,1,0,0.00,,55843.20,1551.20,336
3934476,TH3934476,TH,50,9,15357.84,4,4,4,4,444,loyal customers,1,0,0.00,,138220.56,1706.43,315
3934482,TH3934482,TH,71,2,1248.30,3,3,2,2,332,about to sleep,1,0,0.00,,2496.60,624.15,294
3934512,TH3934512,TH,85,3,3723.84,3,3,3,3,333,need attention,1,0,0.00,,11171.52,1241.28,280
3934800,TH3934800,TH,1,61,144533.22,5,5,5,5,555,champions,1,0,0.00,,8816526.42,2369.40,364
3949026,TH3949026,TH,29,10,3850.62,4,4,3,3,443,potential loyalists,1,0,0.00,,38506.20,385.06,336
3957966,TH3957966,TH,43,1,588.12,4,2,1,1,421,recent customers,1,0,0.00,,588.12,588.12,322
3958158,TH3958158,TH,113,3,3559.56,2,3,3,3,233,at risk,1,0,0.03,Low Risk,10678.68,1186.52,252
3958512,TH3958512,TH,323,1,94.68,1,2,1,1,121,lost,0,1,1.00,High Risk,94.68,94.68,42
3961554,TH3961554,TH,197,4,3504.30,2,4,3,3,243,at risk,0,1,0.98,High Risk,14017.20,876.07,168
3966564,TH3966564,TH,99,3,2867.22,3,3,3,3,333,need attention,1,0,0.00,,8601.66,955.74,266
3966924,TH3966924,TH,351,1,1110.36,1,2,2,2,122,lost,0,1,1.00,High Risk,1110.36,1110.36,14
3968946,TH3968946,TH,22,19,11505.12,5,5,4,4,554,champions,1,0,0.00,,218597.28,605.53,343
3972570,TH3972570,TH,281,1,926.46,1,2,1,1,121,lost,0,1,1.00,High Risk,926.46,926.46,84
3972960,TH3972960,TH,15,26,90568.14,5,5,5,5,555,champions,1,0,0.00,,2354771.64,3483.39,350
3973620,TH3973620,TH,57,6,6828.24,3,4,4,4,344,can't lose,1,0,0.00,,40969.44,1138.04,308
3974004,TH3974004,TH,57,15,19810.26,3,5,5,5,355,can't lose,1,0,0.00,,297153.90,1320.68,308
3974520,TH3974520,TH,8,6,7359.24,5,4,4,4,544,champions,1,0,0.00,,44155.44,1226.54,357
3976332,TH3976332,TH,15,22,31757.64,5,5,5,5,555,champions,1,0,0.00,,698668.08,1443.53,350
3976710,TH3976710,TH,253,1,3168.66,1,2,3,2,123,lost,0,1,1.00,High Risk,3168.66,3168.66,112
3976800,TH3976800,TH,15,8,14703.54,5,4,4,4,544,champions,1,0,0.00,,117628.32,1837.94,350
3977976,TH3977976,TH,50,15,14792.70,4,5,4,4,454,loyal customers,1,0,0.00,,221890.50,986.18,315
4004412,TH4004412,TH,218,2,9558.36,2,3,4,3,234,at risk,0,1,0.99,High Risk,19116.72,4779.18,147
4010838,TH4010838,TH,120,6,6662.94,2,4,4,4,244,at risk,1,0,0.01,Low Risk,39977.64,1110.49,245
4012650,TH4012650,TH,8,84,54616.68,5,5,5,5,555,champions,1,0,0.00,,4587801.12,650.20,357
4014954,TH4014954,TH,22,25,36488.46,5,5,5,5,555,champions,1,0,0.00,,912211.50,1459.54,343
4015176,TH4015176,TH,64,4,5157.96,3,4,3,3,343,need attention,1,0,0.00,,20631.84,1289.49,301
4015320,TH4015320,TH,36,2,3969.48,4,3,3,3,433,potential loyalists,1,0,0.00,,7938.96,1984.74,329
4015548,TH4015548,TH,8,23,48065.34,5,5,5,5,555,champions,1,0,0.00,,1105502.82,2089.80,357
4015638,TH4015638,TH,57,3,683.40,3,3,1,2,331,about to sleep,1,0,0.00,,2050.20,227.80,308
4015806,TH4015806,TH,8,10,8753.82,5,4,4,4,544,champions,1,0,0.00,,87538.20,875.38,357
4021332,TH4021332,TH,43,9,11362.92,4,4,4,4,444,loyal customers,1,0,0.00,,102266.28,1262.55,322
4026318,TH4026318,TH,8,2,1304.82,5,3,2,2,532,promising,1,0,0.00,,2609.64,652.41,357
4035360,TH4035360,TH,176,3,1849.14,2,3,2,2,232,hibernating,0,0,0.03,Low Risk,5547.42,616.38,189
4037568,TH4037568,TH,71,2,2121.90,3,3,2,2,332,about to sleep,1,0,0.00,,4243.80,1060.95,294
4041420,TH4041420,TH,8,34,17143.44,5,5,4,4,554,champions,1,0,0.00,,582876.96,504.22,357
4046286,TH4046286,TH,99,7,8369.22,3,4,4,4,344,can't lose,1,0,0.00,,58584.54,1195.60,266
4047870,TH4047870,TH,113,3,2943.90,2,3,3,3,233,at risk,1,0,0.03,Low Risk,8831.70,981.30,252
4049286,TH4049286,TH,120,3,5549.46,2,3,3,3,233,at risk,1,0,0.02,Low Risk,16648.38,1849.82,245
4049304,TH4049304,TH,134,1,276.72,2,2,1,1,221,hibernating,1,0,0.01,Low Risk,276.72,276.72,231
4049688,TH4049688,TH,85,9,21814.08,3,4,5,4,345,can't lose,1,0,0.00,,196326.72,2423.79,280
4059198,TH4059198,TH,169,2,2450.10,2,3,3,3,233,at risk,0,0,0.03,Low Risk,4900.20,1225.05,196
4066890,TH4066890,TH,8,39,71642.88,5,5,5,5,555,champions,1,0,0.00,,2794072.32,1837.00,357
4067454,TH4067454,TH,281,1,359.70,1,2,1,1,121,lost,0,1,1.00,High Risk,359.70,359.70,84
4072896,TH4072896,TH,50,1,515.10,4,2,1,1,421,recent customers,1,0,0.00,,515.10,515.10,315
4072902,TH4072902,TH,99,1,588.12,3,2,1,1,321,other,1,0,0.00,,588.12,588.12,266
4074204,TH4074204,TH,253,2,1276.56,1,3,2,2,132,lost,0,1,1.00,High Risk,2553.12,638.28,112
4074954,TH4074954,TH,8,7,9862.20,5,4,4,4,544,champions,1,0,0.00,,69035.40,1408.89,357
4075620,TH4075620,TH,36,1,301.68,4,2,1,1,421,recent customers,1,0,0.00,,301.68,301.68,329
4075656,TH4075656,TH,50,8,8022.72,4,4,4,4,444,loyal customers,1,0,0.00,,64181.76,1002.84,315
4083150,TH4083150,TH,50,4,5955.96,4,4,3,3,443,potential loyalists,1,0,0.00,,23823.84,1488.99,315
